Pigmento Blanco (TiO2),Extender (CaCO3),Ligante (Resina Acrílica),Coalescente,Dispersante,Aditivo Antimicrobiano,Otros Aditivos,Agua,Tipo de Pintura,Proveedor Pigmento Blanco,Estado Final,Resistencia al Fregado (Ciclos),Viscosidad Final (KU),Poder Cubriente (m²/L),Brillo (60°),Estabilidad (meses),L,a,b
355.99,161.58,503.95,6.36,2.87,2.21,4.86,80.97,Satinado,Proveedor B,Éxito,1817.0,93.9,19.05,45.0,23.8,93.62,-2.94,3.75
393.11,129.66,227.41,10.81,4.19,2.73,4.14,189.21,Satinado,Proveedor B,Éxito,1285.0,91.1,17.3,43.0,25.2,90.79,0.45,-0.9
490.02,145.95,579.77,18.43,2.7,1.04,7.53,277.11,Mate,Proveedor B,Éxito,1857.0,91.5,19.29,22.0,18.2,93.98,-2.87,1.35
431.08,103.87,564.49,10.69,4.87,2.59,14.16,87.53,Satinado,Proveedor A,Éxito,1595.0,93.6,18.81,17.0,26.1,91.75,-1.71,-2.62
460.21,224.56,397.87,18.66,7.0,0.2,8.32,28.96,Brillante,Proveedor C,Falla - Viscosidad Alta,1619.0,108.0,21.32,79.0,24.5,93.55,-0.6,1.64
445.87,244.36,496.28,18.21,4.6,1.36,4.51,100.32,Satinado,Proveedor A,Éxito,1575.0,93.3,17.64,23.0,25.1,95.51,3.28,4.36
138.03,359.84,556.32,9.23,9.52,2.28,2.93,278.21,Mate,Proveedor A,Falla - Bajo Poder Cubriente,1715.0,91.2,1.96,29.0,22.5,93.13,2.58,2.49
349.16,132.98,345.13,8.14,7.99,0.2,3.61,156.96,Mate,Proveedor A,Éxito,1467.0,91.4,18.53,18.0,22.4,91.02,3.41,4.83
317.16,110.42,577.06,13.9,2.11,2.77,3.88,205.05,Mate,Proveedor B,Éxito,1818.0,91.8,16.67,6.0,22.0,88.07,3.22,-3.23
353.48,137.56,220.29,16.68,4.58,0.79,13.46,230.73,Mate,Proveedor B,Éxito,1206.0,90.9,17.75,9.0,15.2,93.2,0.72,4.78
354.02,244.81,587.24,18.58,6.87,1.33,2.56,59.29,Satinado,Proveedor C,Éxito,1642.0,94.7,18.43,22.0,21.8,88.5,-4.43,-2.1
384.58,105.78,295.0,11.3,5.39,0.41,18.04,233.71,Brillante,Proveedor C,Falla - Baja Estabilidad,1429.0,91.0,15.85,25.0,11.2,91.55,-1.47,-2.37
333.83,314.61,72.95,5.76,3.83,1.61,10.75,275.25,Mate,Proveedor B,Falla - Baja Adhesión,373.0,91.2,19.16,18.0,21.0,92.47,-1.38,0.91
392.94,190.07,262.37,16.44,7.22,1.26,2.71,193.39,Brillante,Proveedor C,Éxito,1354.0,91.2,17.37,29.0,20.2,86.25,3.06,-4.21
486.73,134.55,446.12,15.88,7.88,1.65,14.74,143.21,Satinado,Proveedor A,Éxito,1510.0,92.0,19.45,31.0,23.6,87.75,4.24,3.88
379.16,226.31,329.97,18.67,5.57,1.65,11.81,151.58,Satinado,Proveedor A,Éxito,1546.0,91.7,17.73,31.0,22.2,88.81,-2.72,0.24
384.33,112.91,296.1,19.34,0.74,0.32,1.75,134.89,Mate,Proveedor C,Éxito,1575.0,91.9,15.98,26.0,19.1,85.79,1.09,1.89
479.01,228.9,368.27,10.29,9.78,1.58,4.85,187.97,Mate,Proveedor B,Éxito,1463.0,91.5,21.44,25.0,27.7,92.9,-4.2,1.94
551.19,133.39,254.93,11.38,1.08,1.95,1.16,57.47,Brillante,Proveedor B,Falla - Viscosidad Alta,1386.0,119.4,14.65,76.0,20.6,94.33,3.07,0.78
372.52,184.43,234.84,12.08,4.54,2.66,9.13,167.4,Mate,Proveedor C,Éxito,1479.0,91.3,18.67,5.0,20.0,85.24,-0.81,1.78
422.16,221.28,242.77,5.14,5.66,2.06,8.61,66.78,Mate,Proveedor C,Éxito,1415.0,92.9,17.95,27.0,20.6,96.09,2.08,2.98
191.92,245.96,302.71,17.31,7.01,1.16,11.46,118.22,Mate,Proveedor B,Falla - Bajo Poder Cubriente,1620.0,91.8,1.8,14.0,25.3,92.26,4.06,2.45
347.92,134.18,480.35,19.75,2.23,1.45,6.93,279.22,Satinado,Proveedor C,Éxito,1687.0,91.2,15.05,38.0,18.4,91.25,-3.24,3.13
517.27,135.96,443.5,16.91,0.89,0.8,13.41,70.04,Mate,Proveedor A,Falla - Viscosidad Alta,1617.0,109.4,20.47,8.0,22.2,85.43,-3.93,-0.18
317.35,133.16,297.27,13.39,3.52,2.82,6.84,84.03,Brillante,Proveedor C,Éxito,1629.0,92.5,16.53,59.0,28.0,96.9,4.42,-1.86
401.04,212.55,438.02,17.16,1.58,1.33,7.42,146.24,Mate,Proveedor A,Éxito,1543.0,92.4,20.52,14.0,23.2,97.98,-4.17,4.09
444.59,146.14,218.8,10.35,3.37,0.44,14.4,111.84,Mate,Proveedor A,Éxito,1372.0,91.9,17.64,20.0,17.1,97.64,1.56,-4.1
357.51,167.69,445.84,18.55,0.74,1.53,6.27,64.01,Mate,Proveedor C,Éxito,1572.0,95.1,19.79,17.0,17.0,91.12,-3.61,-4.26
547.79,151.02,455.97,5.03,9.07,0.32,6.84,42.47,Brillante,Proveedor A,Falla - Viscosidad Alta,1704.0,110.7,19.78,36.0,17.3,85.21,-2.09,-2.05
444.74,133.14,374.94,5.63,1.75,1.42,10.89,149.86,Satinado,Proveedor A,Éxito,1494.0,92.0,21.71,48.0,22.2,95.54,4.36,3.82
414.24,136.79,313.09,10.71,4.27,1.47,4.56,227.57,Brillante,Proveedor A,Éxito,1456.0,91.1,19.86,51.0,26.3,88.68,4.25,1.33
432.41,147.88,289.38,12.46,9.98,1.27,2.31,281.69,Mate,Proveedor A,Éxito,1495.0,90.8,19.87,19.0,20.0,85.81,2.45,3.35
392.99,142.5,544.89,5.89,2.54,1.71,2.42,73.54,Satinado,Proveedor C,Éxito,1582.0,94.6,20.72,23.0,22.6,97.47,1.68,2.83
301.46,231.11,312.72,6.93,4.87,2.62,5.52,183.07,Mate,Proveedor B,Éxito,1579.0,91.4,15.41,6.0,26.7,93.94,1.29,1.38
376.0,159.08,298.23,17.52,9.02,1.87,6.03,71.98,Mate,Proveedor A,Éxito,1297.0,92.3,16.84,15.0,28.5,87.85,4.45,2.05
455.78,111.37,563.8,19.04,4.29,2.34,2.76,289.61,Mate,Proveedor C,Éxito,1698.0,91.3,18.92,19.0,19.4,86.11,2.48,-3.68
443.99,162.38,478.74,12.34,1.12,0.34,2.78,80.09,Satinado,Proveedor B,Éxito,1581.0,94.4,18.7,44.0,13.1,97.45,-1.72,-2.85
305.56,221.98,472.23,16.8,8.69,0.76,11.3,144.32,Brillante,Proveedor C,Éxito,1561.0,91.9,17.12,65.0,22.0,94.06,-2.87,-2.35
401.5,146.83,542.82,11.09,8.02,2.91,9.25,206.74,Brillante,Proveedor B,Éxito,1785.0,91.6,17.14,60.0,30.3,91.08,-2.75,-4.1
416.43,202.12,337.94,6.45,0.61,1.11,13.27,213.53,Mate,Proveedor A,Éxito,1581.0,91.4,18.35,27.0,22.3,86.78,1.91,2.97
329.93,190.94,503.18,16.25,4.43,0.74,8.55,260.54,Brillante,Proveedor C,Éxito,1680.0,91.3,16.16,48.0,24.3,88.38,3.94,-1.52
338.91,183.51,280.48,11.27,5.98,2.49,10.57,52.87,Mate,Proveedor A,Éxito,1572.0,93.2,16.8,23.0,20.3,87.11,-4.23,3.68
192.45,390.7,417.63,11.59,5.81,0.57,14.99,66.82,Brillante,Proveedor A,Falla - Bajo Poder Cubriente,1405.0,93.9,1.73,59.0,18.8,96.46,4.64,4.48
365.22,204.17,306.87,11.52,1.47,2.96,11.58,109.69,Mate,Proveedor A,Éxito,1577.0,92.5,17.48,27.0,22.0,92.35,0.83,1.59
498.24,222.19,264.75,10.45,6.84,2.12,2.07,212.14,Mate,Proveedor A,Éxito,1425.0,91.2,20.41,5.0,24.0,93.11,-2.35,1.21
435.55,235.38,481.06,13.5,4.57,2.62,13.99,153.37,Satinado,Proveedor A,Éxito,1490.0,92.3,19.0,20.0,25.8,86.62,-3.16,0.28
152.44,398.59,526.02,18.07,2.77,0.97,1.81,61.97,Mate,Proveedor A,Falla - Bajo Poder Cubriente,1728.0,95.1,3.95,23.0,22.1,85.26,1.1,1.52
432.94,152.35,447.36,11.41,8.03,2.03,14.23,109.53,Mate,Proveedor A,Éxito,1551.0,92.4,17.67,26.0,21.3,95.95,4.82,3.92
335.52,149.87,379.03,8.03,8.07,2.23,12.23,105.56,Mate,Proveedor B,Éxito,1511.0,92.1,17.25,10.0,25.2,95.39,3.15,3.59
358.27,158.56,292.66,17.85,9.24,0.76,5.93,237.99,Satinado,Proveedor B,Éxito,1269.0,90.9,16.7,17.0,18.8,95.74,3.37,1.65
158.55,392.69,224.31,10.29,8.32,2.26,1.56,74.06,Mate,Proveedor B,Falla - Bajo Poder Cubriente,1306.0,92.2,7.65,8.0,27.1,92.61,3.97,2.82
318.54,227.53,451.94,13.51,8.47,0.67,5.67,271.21,Mate,Proveedor B,Éxito,1478.0,91.1,15.33,26.0,20.0,95.3,-2.77,0.16
389.59,147.45,565.76,19.8,5.78,1.91,2.86,282.6,Brillante,Proveedor C,Éxito,1686.0,91.3,17.61,15.0,26.4,89.81,-3.22,-0.27
373.71,211.07,370.51,17.38,0.78,2.84,14.64,64.71,Brillante,Proveedor A,Éxito,1465.0,94.7,19.66,69.0,25.3,91.2,-2.12,4.14
417.1,248.19,342.12,8.04,2.4,2.61,7.62,73.73,Satinado,Proveedor A,Éxito,1429.0,93.8,20.15,48.0,20.3,87.01,-3.82,-3.26
357.11,198.13,549.41,6.51,6.36,0.26,14.92,296.47,Mate,Proveedor A,Falla - Baja Estabilidad,1747.0,91.2,16.94,5.0,6.0,91.29,-2.47,1.25
351.07,203.01,229.06,17.26,7.81,0.24,7.77,226.64,Satinado,Proveedor A,Éxito,1311.0,90.9,15.7,41.0,24.5,96.38,-4.92,2.93
420.19,199.8,383.66,19.01,1.03,1.37,13.47,111.77,Brillante,Proveedor C,Éxito,1508.0,92.9,20.71,69.0,19.8,94.44,-0.62,4.28
504.67,105.3,322.55,19.29,8.75,2.36,3.02,66.92,Brillante,Proveedor A,Falla - Viscosidad Alta,1426.0,117.0,20.66,30.0,23.8,90.99,-4.93,-2.91
482.48,231.21,268.19,17.26,6.92,2.08,2.06,276.47,Brillante,Proveedor B,Éxito,1491.0,91.0,22.08,37.0,28.0,96.72,0.88,-0.94
405.87,103.36,302.97,13.12,7.75,2.59,2.68,189.76,Satinado,Proveedor B,Éxito,1376.0,91.2,20.3,35.0,27.9,85.97,4.4,3.38
474.92,176.35,477.7,12.32,4.92,1.04,5.6,266.62,Satinado,Proveedor A,Éxito,1563.0,91.3,21.22,44.0,17.5,92.04,1.0,-4.0
431.42,220.69,473.65,12.22,5.41,2.25,7.73,276.75,Mate,Proveedor C,Éxito,1417.0,91.3,19.51,12.0,26.8,85.66,-0.76,0.23
355.05,170.25,477.7,6.66,1.96,2.75,8.15,168.13,Mate,Proveedor A,Éxito,1730.0,92.0,18.27,13.0,27.1,96.11,2.21,-2.83
412.55,209.63,314.18,19.38,7.43,2.02,14.34,149.31,Brillante,Proveedor B,Éxito,1541.0,91.6,20.69,35.0,23.2,87.76,-1.89,2.5
476.65,245.22,299.36,12.47,5.89,1.03,4.49,196.37,Satinado,Proveedor A,Éxito,1240.0,91.4,22.14,27.0,25.5,89.95,-0.11,-0.48
140.08,203.4,467.89,7.24,9.19,0.55,6.59,254.46,Satinado,Proveedor C,Falla - Bajo Poder Cubriente,1512.0,91.3,4.05,27.0,21.9,85.47,-4.38,-4.81
484.65,214.24,529.67,13.97,5.09,0.67,2.96,167.91,Satinado,Proveedor C,Éxito,1650.0,92.2,20.0,46.0,22.4,96.22,-2.81,-1.54
348.93,222.78,525.01,14.79,8.64,0.29,10.32,68.99,Satinado,Proveedor B,Falla - Baja Estabilidad,1572.0,93.6,19.6,19.0,6.1,92.58,-2.09,2.45
357.7,198.22,520.47,10.44,9.57,0.77,5.54,110.7,Satinado,Proveedor C,Éxito,1792.0,92.5,19.56,33.0,20.9,85.16,-4.23,-3.0
494.53,201.47,476.15,5.03,9.95,0.99,2.49,100.55,Brillante,Proveedor C,Éxito,1440.0,92.6,21.45,15.0,25.5,85.2,-2.58,-0.52
362.41,187.7,208.02,13.32,4.48,1.47,3.8,173.43,Satinado,Proveedor C,Éxito,1219.0,91.2,18.0,19.0,25.6,97.42,1.52,4.32
495.86,221.73,353.23,10.18,0.71,2.79,3.62,57.92,Mate,Proveedor C,Éxito,1349.0,95.6,20.54,27.0,19.1,87.44,-3.39,1.57
479.18,115.73,410.09,14.14,5.16,0.21,12.2,207.21,Brillante,Proveedor B,Éxito,1513.0,91.4,21.41,31.0,22.6,97.42,-3.98,-4.63
421.43,224.16,409.08,8.59,7.47,0.04,24.48,117.89,Brillante,Proveedor A,Falla - Baja Estabilidad,1535.0,92.3,21.25,50.0,5.2,95.51,-2.23,0.13
350.28,168.2,327.77,5.58,7.37,2.88,6.18,267.47,Mate,Proveedor A,Éxito,1307.0,90.9,18.14,20.0,30.4,88.78,-4.31,-3.63
383.08,162.73,323.58,11.18,7.4,0.25,22.11,127.24,Satinado,Proveedor C,Falla - Baja Estabilidad,1585.0,91.7,17.41,43.0,2.2,95.96,4.54,3.06
236.87,293.23,275.96,13.84,4.23,0.55,13.45,55.52,Mate,Proveedor C,Falla - Bajo Poder Cubriente,1309.0,93.1,3.84,7.0,18.7,90.57,1.2,-1.09
405.65,311.93,173.92,5.57,1.24,0.97,9.38,77.61,Satinado,Proveedor C,Falla - Baja Adhesión,897.0,93.4,19.44,22.0,18.6,96.66,-4.32,-1.6
410.6,135.02,590.47,19.19,2.71,0.33,18.15,216.89,Brillante,Proveedor C,Falla - Baja Estabilidad,1871.0,91.8,19.55,40.0,7.8,91.38,1.9,2.94
464.68,109.88,455.64,10.9,3.01,2.67,8.73,53.18,Satinado,Proveedor A,Falla - Viscosidad Alta,1771.0,107.6,19.55,23.0,21.2,89.42,3.04,-1.49
313.17,182.01,267.01,5.03,5.96,0.8,6.19,283.42,Brillante,Proveedor A,Éxito,1360.0,90.8,19.06,32.0,24.8,90.69,-4.56,3.22
476.73,192.29,457.12,5.36,4.45,1.95,1.41,192.77,Mate,Proveedor A,Éxito,1525.0,91.8,18.02,19.0,26.1,85.75,3.66,-3.41
477.77,140.91,495.13,12.74,4.45,0.15,10.08,67.09,Mate,Proveedor B,Éxito,1761.0,94.3,19.3,7.0,20.8,88.27,-3.67,-4.45
358.49,148.71,451.77,5.91,9.55,1.21,10.58,74.0,Satinado,Proveedor C,Éxito,1459.0,92.8,17.01,21.0,27.9,97.39,3.96,-3.69
311.35,199.45,422.26,10.56,3.55,1.15,13.32,89.45,Satinado,Proveedor C,Éxito,1683.0,93.1,15.92,41.0,15.8,96.67,0.27,2.74
337.97,191.63,432.59,19.94,2.01,0.18,24.4,188.62,Mate,Proveedor A,Falla - Baja Estabilidad,1642.0,91.7,16.32,14.0,9.7,90.25,4.72,-4.98
468.66,224.75,530.92,11.24,3.26,1.02,13.13,183.43,Mate,Proveedor A,Éxito,1775.0,92.1,22.1,5.0,22.4,97.09,-0.15,4.1
380.64,114.74,201.7,11.68,8.46,0.16,13.42,123.96,Brillante,Proveedor C,Éxito,1530.0,91.3,19.01,23.0,23.5,96.66,-3.96,-2.96
454.85,286.38,172.61,19.0,2.68,0.15,1.43,158.0,Brillante,Proveedor A,Falla - Baja Adhesión,522.0,92.0,17.43,44.0,21.4,95.07,-4.1,-1.6
468.41,114.49,356.14,15.72,1.64,2.33,11.71,109.38,Satinado,Proveedor A,Éxito,1440.0,92.6,17.7,49.0,21.7,88.36,-1.23,-3.3
432.26,204.06,546.62,10.93,5.96,1.03,11.31,285.49,Satinado,Proveedor B,Éxito,1596.0,91.3,20.03,46.0,22.7,91.47,-3.61,3.6
469.63,163.96,362.34,18.16,5.59,0.81,2.18,211.13,Mate,Proveedor A,Éxito,1488.0,91.4,19.16,22.0,17.0,97.9,2.52,-3.65
487.28,181.63,322.45,14.45,3.68,2.5,8.65,210.19,Mate,Proveedor C,Éxito,1297.0,91.4,21.58,10.0,23.2,89.66,2.42,3.18
491.03,180.5,375.86,12.69,5.83,1.29,6.63,66.32,Mate,Proveedor B,Éxito,1612.0,93.6,21.49,7.0,22.1,97.28,-1.92,0.42
483.66,180.25,542.13,6.96,4.94,0.3,12.78,127.95,Brillante,Proveedor A,Éxito,1677.0,92.8,19.39,77.0,21.9,86.45,3.98,-2.0
371.14,109.69,270.44,14.25,5.17,2.3,1.95,201.52,Satinado,Proveedor A,Éxito,1607.0,91.1,18.53,49.0,25.6,95.01,0.87,3.76
490.11,159.59,480.06,12.2,6.83,1.02,4.28,293.63,Brillante,Proveedor C,Éxito,1799.0,91.2,22.18,20.0,23.2,89.89,-4.48,4.78
394.66,137.73,540.22,19.21,3.31,3.0,4.84,52.91,Brillante,Proveedor A,Éxito,1663.0,95.6,19.92,23.0,27.0,87.51,4.06,4.31
201.7,387.81,304.39,19.83,4.58,2.53,9.21,87.37,Satinado,Proveedor A,Falla - Bajo Poder Cubriente,1303.0,92.6,6.94,49.0,24.1,92.89,4.99,-3.24
399.27,204.47,499.68,16.11,6.3,0.35,7.26,237.11,Brillante,Proveedor A,Éxito,1580.0,91.5,17.33,22.0,17.7,91.36,-4.35,-1.84
439.55,272.52,68.68,16.66,0.73,1.46,14.27,84.31,Brillante,Proveedor C,Falla - Baja Adhesión,625.0,93.8,17.11,60.0,19.6,92.59,3.56,1.86
429.86,241.14,433.85,7.74,4.29,1.66,14.3,176.6,Brillante,Proveedor B,Éxito,1451.0,91.9,19.94,51.0,19.9,97.26,-1.74,-0.56
387.46,223.57,575.88,7.03,1.19,0.04,13.1,80.09,Brillante,Proveedor C,Falla - Baja Estabilidad,1608.0,95.0,19.13,26.0,10.3,89.36,1.43,-2.01
345.69,113.25,418.34,10.48,2.66,1.79,12.59,82.2,Brillante,Proveedor C,Éxito,1624.0,93.3,18.17,10.0,17.6,85.6,-4.41,4.52
334.18,148.06,323.37,12.84,4.68,0.62,6.92,188.24,Mate,Proveedor B,Éxito,1361.0,91.3,15.35,8.0,22.0,89.71,3.64,-2.45
337.33,193.51,459.28,13.97,4.46,2.51,14.53,52.04,Mate,Proveedor C,Éxito,1467.0,94.8,19.51,8.0,23.4,87.25,2.54,4.04
332.59,204.93,237.37,13.19,3.76,0.11,2.34,185.55,Brillante,Proveedor B,Éxito,1318.0,91.2,14.95,25.0,17.4,85.78,1.86,-2.83
403.4,203.59,445.94,12.73,9.01,0.16,7.08,215.63,Mate,Proveedor A,Éxito,1584.0,91.4,20.61,5.0,18.1,89.44,0.6,-4.96
468.04,165.28,577.37,10.37,4.08,0.78,10.85,73.48,Brillante,Proveedor C,Falla - Viscosidad Alta,1742.0,108.4,16.93,20.0,20.7,88.4,4.67,0.04
152.27,282.2,420.25,11.01,9.25,2.08,5.01,94.61,Satinado,Proveedor B,Falla - Bajo Poder Cubriente,1391.0,92.5,6.72,48.0,23.3,95.1,-3.21,2.31
359.6,155.97,377.3,11.24,1.71,2.49,9.89,297.87,Satinado,Proveedor B,Éxito,1558.0,91.0,17.31,19.0,24.3,97.93,0.01,3.66
313.79,197.78,582.28,19.95,7.46,1.52,7.55,274.55,Satinado,Proveedor A,Éxito,1767.0,91.3,19.27,20.0,22.1,96.58,-1.39,-2.11
402.13,162.91,335.52,6.86,2.21,0.61,8.4,80.45,Mate,Proveedor C,Éxito,1397.0,93.2,18.44,9.0,21.9,93.06,-3.29,-1.08
524.29,187.48,360.97,6.61,7.77,2.49,14.7,74.78,Satinado,Proveedor A,Falla - Viscosidad Alta,1397.0,107.9,16.71,40.0,26.1,95.01,-2.09,-0.72
429.46,109.0,564.93,5.04,7.3,0.09,22.24,61.15,Satinado,Proveedor B,Falla - Baja Estabilidad,1575.0,94.1,21.02,28.0,4.7,91.95,-2.36,-4.91
407.81,169.66,508.8,10.9,1.66,0.32,20.76,253.71,Mate,Proveedor A,Falla - Baja Estabilidad,1485.0,91.5,19.13,17.0,10.7,92.42,-4.54,3.02
468.52,136.07,505.34,10.39,3.07,1.09,14.32,105.37,Mate,Proveedor C,Éxito,1586.0,93.2,22.26,26.0,22.1,88.29,2.61,4.83
321.88,238.29,567.08,15.41,3.24,0.59,13.02,188.17,Mate,Proveedor B,Éxito,1778.0,92.1,15.81,16.0,23.4,87.82,-0.89,3.56
369.46,169.67,520.34,14.43,0.75,0.41,10.1,216.27,Brillante,Proveedor A,Éxito,1725.0,91.7,15.74,45.0,17.4,86.76,2.85,2.52
374.59,107.46,479.18,15.85,8.82,0.25,1.09,271.62,Satinado,Proveedor A,Éxito,1510.0,91.1,19.44,45.0,21.3,97.58,-4.09,0.6
335.67,230.77,213.38,16.3,8.92,1.17,1.64,239.15,Satinado,Proveedor A,Éxito,1493.0,90.9,15.15,49.0,24.0,90.31,-0.85,3.38
359.27,148.16,408.22,14.95,7.65,2.5,8.96,85.33,Brillante,Proveedor B,Éxito,1536.0,92.6,17.47,47.0,25.3,87.62,3.45,-1.15
458.97,205.46,285.7,8.1,8.86,2.63,1.3,66.07,Satinado,Proveedor A,Éxito,1280.0,92.7,18.17,49.0,30.8,92.68,1.25,-2.2
355.6,128.27,480.26,15.18,8.88,0.54,5.74,106.29,Brillante,Proveedor B,Éxito,1794.0,92.3,18.56,51.0,22.0,87.57,-1.25,-2.43
510.95,215.69,539.09,15.14,7.7,1.89,1.14,34.01,Brillante,Proveedor A,Falla - Viscosidad Alta,1580.0,115.9,20.34,55.0,25.3,89.87,4.55,-0.31
439.36,103.65,541.32,13.4,8.37,0.71,14.31,250.94,Satinado,Proveedor A,Éxito,1708.0,91.3,18.38,39.0,19.4,92.29,-0.54,-1.78
343.64,140.01,546.85,19.92,0.69,2.34,4.46,106.88,Satinado,Proveedor C,Éxito,1648.0,93.5,15.46,24.0,20.4,88.13,4.53,1.42
475.95,120.41,515.62,5.53,4.48,0.87,11.46,141.64,Satinado,Proveedor B,Éxito,1804.0,92.4,21.59,33.0,20.6,86.29,2.55,-4.67
533.03,221.16,347.57,16.35,0.92,1.94,12.34,75.98,Mate,Proveedor C,Falla - Viscosidad Alta,1370.0,109.7,18.31,13.0,16.1,95.98,1.18,-0.16
496.46,244.31,508.25,10.47,0.6,2.15,4.68,32.3,Mate,Proveedor C,Falla - Viscosidad Alta,1780.0,119.3,17.58,15.0,21.2,91.68,-1.95,-2.04
407.93,198.2,406.78,14.6,6.08,0.41,8.52,128.92,Satinado,Proveedor B,Éxito,1643.0,92.2,18.32,32.0,16.3,96.03,-2.69,1.66
439.1,219.09,536.29,5.23,7.73,0.29,11.69,154.98,Satinado,Proveedor C,Éxito,1567.0,92.2,20.98,40.0,20.2,87.12,3.96,-0.61
458.55,134.14,570.37,13.33,0.67,1.18,12.03,98.63,Satinado,Proveedor C,Éxito,1602.0,94.1,17.63,44.0,22.6,97.35,-2.25,3.18
343.08,245.31,350.84,11.11,4.02,1.55,11.92,67.3,Mate,Proveedor B,Éxito,1355.0,93.6,16.47,20.0,22.9,86.14,-2.99,4.2
498.95,102.26,394.93,10.94,6.09,2.28,3.89,265.26,Satinado,Proveedor B,Éxito,1647.0,91.1,21.42,25.0,28.0,90.84,-0.67,2.18
357.16,195.41,487.87,11.34,5.23,2.82,2.23,180.64,Satinado,Proveedor C,Éxito,1476.0,91.8,17.02,28.0,26.8,92.32,-0.37,0.4
395.41,197.91,356.18,16.0,5.27,1.73,12.21,89.03,Satinado,Proveedor A,Éxito,1408.0,92.7,16.72,28.0,18.3,86.65,2.57,2.35
498.67,155.24,328.12,17.23,6.04,0.34,7.56,236.26,Brillante,Proveedor A,Éxito,1385.0,91.2,18.65,58.0,16.0,96.7,1.06,-2.27
478.69,163.67,540.67,17.58,9.25,0.44,11.12,61.62,Brillante,Proveedor A,Falla - Baja Estabilidad,1691.0,93.8,21.63,56.0,7.8,94.06,4.45,4.78
393.14,213.93,572.89,14.53,3.8,0.95,9.26,264.13,Mate,Proveedor B,Éxito,1576.0,91.5,17.68,22.0,23.1,85.16,2.28,-1.1
398.56,118.81,371.48,9.62,9.77,2.24,4.79,104.81,Satinado,Proveedor A,Éxito,1703.0,92.0,17.19,39.0,26.4,88.85,-2.04,-2.24
322.14,101.73,567.28,11.33,4.24,0.33,17.74,129.31,Mate,Proveedor A,Falla - Baja Estabilidad,1734.0,92.5,18.76,21.0,5.5,93.25,2.18,-2.07
382.62,100.45,579.0,16.26,2.43,0.48,11.51,294.4,Mate,Proveedor A,Éxito,1621.0,91.3,19.19,16.0,16.4,89.51,3.4,-1.38
341.85,121.81,346.02,11.56,5.02,0.32,6.53,193.73,Mate,Proveedor B,Éxito,1512.0,91.3,17.26,10.0,22.2,86.33,-1.61,-4.15
437.33,160.17,394.93,12.1,7.85,2.67,10.71,285.18,Satinado,Proveedor B,Éxito,1569.0,91.0,18.6,16.0,20.8,86.97,3.87,-4.69
455.57,220.59,213.15,18.37,1.21,1.15,1.49,162.23,Satinado,Proveedor C,Éxito,1372.0,91.6,17.17,33.0,24.2,97.79,0.29,2.77
561.75,231.86,269.17,10.17,5.28,0.54,5.96,27.82,Mate,Proveedor A,Falla - Viscosidad Alta,1272.0,113.9,19.37,15.0,19.9,91.3,2.98,3.83
447.72,225.8,257.31,5.43,5.67,0.35,15.97,182.77,Brillante,Proveedor A,Falla - Baja Estabilidad,1439.0,91.4,21.27,25.0,11.4,95.28,2.75,-3.68
491.26,129.01,277.65,14.68,2.2,2.18,2.71,21.63,Mate,Proveedor A,Falla - Viscosidad Alta,1574.0,112.1,18.49,8.0,26.3,89.16,-4.49,-3.32
473.41,197.63,576.33,12.55,7.82,2.41,5.88,82.17,Mate,Proveedor C,Éxito,1593.0,93.6,20.8,16.0,23.5,86.88,3.02,-0.2
147.5,217.25,311.12,6.78,7.7,1.32,10.78,73.22,Mate,Proveedor C,Falla - Bajo Poder Cubriente,1558.0,92.3,7.89,21.0,24.9,85.32,-0.96,-0.31
362.27,126.13,351.23,14.62,6.32,1.01,8.58,97.13,Satinado,Proveedor B,Éxito,1426.0,92.2,16.58,21.0,21.7,97.0,1.1,2.68
425.58,187.14,531.16,10.41,6.66,1.83,9.46,55.08,Mate,Proveedor A,Éxito,1629.0,94.6,20.57,8.0,20.3,94.51,2.32,3.4
375.96,154.04,201.66,9.06,5.78,0.62,9.09,276.86,Satinado,Proveedor C,Éxito,1363.0,90.7,17.62,21.0,23.4,94.47,0.45,3.13
330.06,171.98,487.22,19.93,7.67,1.49,14.07,251.45,Mate,Proveedor C,Éxito,1646.0,91.2,14.97,24.0,23.1,90.52,-0.69,-2.85
437.71,123.62,573.41,6.42,8.3,0.47,1.14,172.41,Mate,Proveedor A,Éxito,1642.0,91.9,19.5,7.0,24.2,95.54,4.44,0.09
474.87,152.41,552.56,5.54,9.11,2.03,5.06,212.85,Brillante,Proveedor A,Éxito,1815.0,91.6,20.15,77.0,29.9,87.76,4.0,-1.72
334.34,235.19,228.8,19.92,9.18,2.45,11.71,298.89,Satinado,Proveedor A,Éxito,1499.0,90.7,19.11,41.0,28.6,91.0,2.68,0.12
444.47,239.51,567.79,18.33,2.88,0.35,8.0,242.99,Satinado,Proveedor A,Éxito,1801.0,91.7,18.98,44.0,17.6,89.83,4.05,-2.46
364.67,104.72,392.04,19.85,5.08,2.16,11.55,246.69,Mate,Proveedor B,Éxito,1475.0,91.1,18.6,27.0,18.7,91.98,-1.48,0.95
435.38,194.1,252.84,10.31,1.7,0.43,12.41,169.14,Mate,Proveedor A,Éxito,1345.0,91.5,19.66,9.0,14.4,91.06,-4.24,-4.61
